RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,State Senate District,State Representative District,EBF Tier,% EBF Capacity to Meet Expectations,# School Enrollment,$ Site-Level Per-Pupil Expenditures - Federal,$ Site-level Per-Pupil Expenditures - State/Local,$ Site-level PEr-Pupil Expenditures - Subtotal,$ District Centralized Per-Pupil Expenditure - Federal,$ District Centralized Per-Pupil Expenditure - State/Local,$ District Centralized Per-Pupil Expenditure - Subtotal,$ Total Per-Pupil Expenditures - Federal,$ Total Per-Pupil Expenditures - State/Local,$ Total Per-Pupil Expenditures - Subtotal,$ Exclusions,$ Total Expenditures,$ Local Property Taxes 2017-18,% Local Property Taxes 2017-18,$ Other Local Funding 2017-18,% Other Local Funding 2017-18,$ General State Aid 2017-18,% General State Aid 2017-18,$ Other State Funding 2017-18,% Other State Funding 2017-18,$ Federal Funding 2017-18,% Federal Funding 2017-18,$ Total Revenue Source 2017-18,$ EAV per Pupil 2017-18,$ Total School Tax Rate per $100 2017-18,$ Instructional Expenditure per Pupil 2017-18,$ Operating Expenditures 2017-18,$ Instruction 2017-18,% Instruction 2017-18,$ General Admin 2017-18,% General Admin 2017-18,$ Supporting Services 2017-18,% Supporting Services 2017-18,$ Other Expenditures 2017-18,% Other Expenditures 2017-18,$ Education Fund 2017-18,% Education Fund 2017-18,$ Operations/B/M 2017-18,% Operations/B/M 2017-18,$ Transportation 2017-18,% Transportation 2017-18,$ Debt Service 2017-18,% Debt Service 2017-18,$ Tort 2017-18,% Tort 2017-18,$ Munic. Ret. / Soc. Security 2017-18,% Munic. Ret. / Soc. Security 2017-18,$ Fire Prev. & Safety 2017-18,% Fire Prev. & Safety 2017-18,$ Capital Projects Fund 2017-18,% Capital Projects Fund 2017-18,$ Total Expenditures 2017-18
340490460042006,School,Prairieview School,Grayslake CCSD 46,Hainesville,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4,Commendable,All Students,Schoolwide Title I Program,31,62,1,61.9,359.055,147.5908,6493.1058,6640.6966,181.9812,5594.0867,5776.0679,329.572,12087.1925,12416.7645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490460042007,School,Park East School,Grayslake CCSD 46,Round Lake,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4,Commendable,All Students,,32,64,1,61.9,378.75,0,5930.3467,5930.3467,181.9812,5594.0867,5776.0679,181.9812,11524.4334,11706.4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490460043001,School,Grayslake Early Childhood,Grayslake CCSD 46,Hainesville,Lake,ELEMENTARY,LARGE,PreK,PK,,,"Eligible, but Not a Participant in Title I Program",31,62,1,61.9,67.93,418.4403,18502.7409,18921.1812,181.9812,5594.0867,5776.0679,600.4215,24096.8276,24697.2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490500040000,District,,Woodland CCSD 50,Gurnee,Lake,ELEMENTARY,LARGE,,,,,,,,2,81.4,5404.1,260.5853469,9819.386458,10079.9718,25.94086175,4470.4032,4496.344061,286.5262086,14289.78966,14576.31587,17368415.2,96140283.77,71994964,82.6,2689326,3.1,5383638,6.2,4056349,4.7,3065882,3.5,87190159,283280.11,4.52,7966.62,14774.29,43291473,49.8,2993105,3.4,27457676,31.6,13157152,15.1,62704296,72.2,5770634,6.6,4874562,5.6,10072204,11.6,45450,0.1,2834953,3.3,0,0,597307,0.7,86899406
340490500041004,School,Woodland Middle School,Woodland CCSD 50,Gurnee,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,31,61,2,81.4,1938.1,221.68,10482.45,10704.13,25.86,4037.86,4063.72,247.54,14520.31,14767.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490500042003,School,Woodland Intermediate Sch,Woodland CCSD 50,Gurnee,Lake,ELEMENTARY,LARGE,ELEMENTARY, 3 4 5,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",31,61,2,81.4,1361,214.36,8254.72,8469.08,24.34,4791.03,4815.37,238.7,13045.75,13284.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490500042005,School,Woodland Primary School,Woodland CCSD 50,Gages Lake,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK K,,,Schoolwide Title I Program,31,62,2,81.4,648.5,577.69,11879.04,12456.73,26.31,4338.78,4365.09,604,16217.82,16821.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490500042006,School,Woodland Elementary,Woodland CCSD 50,Gages Lake,Lake,ELEMENTARY,LARGE,ELEMENTARY, 1 2 3,Underperforming,CWD,"Eligible, but Not a Participant in Title I Program",31,62,2,81.4,1456.5,214.36,9482.1,9696.46,27.38,4804.97,4832.35,241.74,14287.07,14528.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490560020000,District,,Gurnee SD 56,Gurnee,Lake,ELEMENTARY,LARGE,,,,,,,,2,73.9,2033.75,320.3563122,8229.936515,8550.292827,154.5840135,4301.43,4456.014014,474.9403258,12531.36652,13006.30684,4451836.15,30903412.69,25011346,80.1,833067,2.7,2609024,8.4,2036114,6.5,746686,2.4,31236237,261300.38,4.82,7108.92,13370.9,13538511,45.1,1337114,4.5,9704348,32.3,5443593,18.1,22007990,73.3,1791854,6,1575043,5.2,3454798,11.5,344929,1.1,848952,2.8,0,0,0,0,30023566
340490560021002,School,Viking School,Gurnee SD 56,Gurnee,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,31,61,2,73.9,564.5,104.99,9390.58,9495.57,154.61,4301.43,4456.04,259.6,13692.01,13951.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490560022001,School,Prairie Trail School,Gurnee SD 56,Wadsworth,Lake,ELEMENTARY,LARGE,ELEMENTARY, 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,31,61,2,73.9,497.5,504.35,7677.17,8181.52,154.61,4301.43,4456.04,658.96,11978.6,12637.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490560022002,School,Spaulding Elementary School,Gurnee SD 56,Gurnee,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK K 1 2,Underperforming,CWD,Targeted Assistance Title I Program,30,60,2,73.9,443.25,696.24,8752.53,9448.77,154.61,4301.43,4456.04,850.85,13053.96,13904.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490560022003,School,River Trail School,Gurnee SD 56,Gurnee,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5 6 7 8,Commendable,All Students,,31,61,2,73.9,528.5,61.94,7072.28,7134.22,154.51,4301.43,4455.94,216.45,11373.71,11590.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600260000,District,,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,,,,,,,,1,56,15536.505,94.18941264,8131.31042,8225.499833,597.77,4747.61,5345.38,691.9594126,12878.92042,13570.87983,14429046,225273088.4,66834949,28.7,1145880,0.5,120045256,51.6,23640612,10.2,20920916,9,232587613,45157.24,9.41,7640.18,14094.5,107284270,51.6,4171298,2,80503721,38.7,16085133,7.7,165131155,79.4,9794177,4.7,10077562,4.8,9885040,4.8,3186835,1.5,6673551,3.2,2052413,1,1243689,0.6,208044422
340490600260022,School,Waukegan High School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Underperforming,EL,Schoolwide Title I Program,30,60,1,56,4632.745,188.25,8884.23,9072.48,597.77,4747.61,5345.38,786.02,13631.84,14417.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600261001,School,Jack Benny Middle School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,CWD,Schoolwide Title I Program,30,60,1,56,599,93.29,7768.7,7861.99,597.77,4747.61,5345.38,691.06,12516.31,13207.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600261002,School,Thomas Jefferson Middle School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,"EL, CWD, Black",Schoolwide Title I Program,30,60,1,56,904,55.54,6602.42,6657.96,597.77,4747.61,5345.38,653.31,11350.03,12003.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600261003,School,Daniel Webster Middle School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,"EL, CWD, Black",Schoolwide Title I Program,30,60,1,56,697.5,33.72,7002.76,7036.48,597.77,4747.61,5345.38,631.49,11750.37,12381.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600261004,School,Robert E Abbott Middle School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,"EL, CWD, Black",Schoolwide Title I Program,30,60,1,56,774.5,79.86,6592.68,6672.54,597.77,4747.61,5345.38,677.63,11340.29,12017.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600261005,School,Miguel Juarez Middle School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Underperforming,"EL, CWD, Black",Schoolwide Title I Program,30,60,1,56,769.51,37.13,7892.94,7930.07,597.77,4747.61,5345.38,634.9,12640.55,13275.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262004,School,Carman-Buckner Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Underperforming,Black,Schoolwide Title I Program,30,60,1,56,551.5,180.52,8138.26,8318.78,597.77,4747.61,5345.38,778.29,12885.87,13664.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262005,School,John S Clark Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Schoolwide Title I Program,30,60,1,56,226.5,5.35,9826.4,9831.75,597.77,4747.61,5345.38,603.12,14574.01,15177.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262006,School,Andrew Cooke Magnet Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,464.75,5.34,8283.45,8288.79,597.77,4747.61,5345.38,603.11,13031.06,13634.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262007,School,Clearview Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,511.5,50.92,8522.05,8572.97,597.77,4747.61,5345.38,648.69,13269.66,13918.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262008,School,Glen Flora Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,492.5,37.71,6914.73,6952.44,597.77,4747.61,5345.38,635.48,11662.34,12297.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262009,School,Glenwood Elementary School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,698.25,26.02,6543.39,6569.41,597.77,4747.61,5345.38,623.79,11291,11914.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262010,School,Greenwood Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,282,18.46,9127.46,9145.92,597.77,4747.61,5345.38,616.23,13875.07,14491.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262011,School,Hyde Park Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,292.75,89.2,12525.4,12614.6,597.77,4747.61,5345.38,686.97,17273.01,17959.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262013,School,Little Fort Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,491.155,26.15,7100.74,7126.89,597.77,4747.61,5345.38,623.92,11848.35,12472.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262014,School,Lyon Magnet Elementary School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Underperforming,CWD,Schoolwide Title I Program,30,60,1,56,484,37.29,7851.28,7888.57,597.77,4747.61,5345.38,635.06,12598.89,13233.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262015,School,H R McCall Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,439.25,23.2,8506.57,8529.77,597.77,4747.61,5345.38,620.97,13254.18,13875.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262016,School,North Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,520.25,65.82,8041.34,8107.16,597.77,4747.61,5345.38,663.59,12788.95,13452.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262017,School,Oakdale Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,475.5,9.63,7802.11,7811.74,597.77,4747.61,5345.38,607.4,12549.72,13157.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262018,School,Washington Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,529.595,22.26,6596.82,6619.08,597.77,4747.61,5345.38,620.03,11344.43,11964.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600262021,School,Whittier Elem School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,60,1,56,551.5,23.05,7280.61,7303.66,597.77,4747.61,5345.38,620.82,12028.22,12649.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490600263007,School,Early Learning Center,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,PreK,PK,,,,30,60,1,56,148.25,468.58,19718.75,20187.33,597.77,4747.61,5345.38,1066.35,24466.36,25532.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490650020000,District,,Lake Bluff ESD 65,Lake Bluff,Lake,ELEMENTARY,MEDIUM,,,,,,,,4,137.3,865,156.4277457,14543.12717,14699.55491,184.033526,4215.489017,4399.522543,340.4612717,18758.61618,19099.07746,3728224,20248926,16894180,89.6,999607,5.3,561509,3,197160,1,206403,1.1,18858859,771339.06,2.61,10324.81,19133.71,8598710,47.7,916476,5.1,5824811,32.3,2686099,14.9,13191108,73.2,1310575,7.3,678391,3.8,2186148,12.1,0,0,418486,2.3,0,0,241388,1.3,18026096
340490650021003,School,Lake Bluff Middle School,Lake Bluff ESD 65,Lake Bluff,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,29,58,4,137.3,304,124,17293,17417,42,4233,4275,166,21526,21692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490650022006,School,Lake Bluff Elem Sch,Lake Bluff ESD 65,Lake Bluff,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,29,58,4,137.3,561,174,13053,13227,261,4206,4467,435,17259,17694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490670050000,District,,Lake Forest SD 67,Lake Forest,Lake,ELEMENTARY,MEDIUM,,,,,,,,4,160.7,1668.915,0,11328.3306,11328.3306,349.0518781,8069.303971,8418.355849,349.0518781,19397.63457,19746.68645,11115492,44071033.22,32275383,87.2,2967943,8,1008285,2.7,130428,0.4,632658,1.7,37014697,1520672.05,1.37,11402.5,20347.89,17682311,40.7,906217,2.1,13467165,31,11369485,26.2,28814325,66.4,2742116,6.3,1168033,2.7,1896905,4.4,0,0,774050,1.8,0,0,8029749,18.5,43425178
340490670051003,School,Deer Path Middle Sch West,Lake Forest SD 67,Lake Forest,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL, 7 8,Commendable,All Students,,29,58,4,160.7,452.095,0,11235.926,11235.926,349.4663,8078.88,8428.3463,349.4663,19314.806,19664.2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490670052001,School,Cherokee Elem School,Lake Forest SD 67,Lake Forest,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, K 1 2 3 4,Exemplary,All Students,,29,58,4,160.7,310.575,0,10695.6483,10695.6483,349.0557,8069.36,8418.4157,349.0557,18765.0083,19114.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490670052004,School,Everett Elem School,Lake Forest SD 67,Lake Forest,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, K 1 2 3 4,Exemplary,All Students,Targeted Assistance Title I Program,29,58,4,160.7,292.215,0,11967.2124,11967.2124,349.0546,8069.37,8418.4246,349.0546,20036.5824,20385.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490670052005,School,Sheridan Elem School,Lake Forest SD 67,Lake Forest,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2 3 4,Commendable,All Students,Targeted Assistance Title I Program,29,58,4,160.7,223.03,0,12123.1089,12123.1089,349.0472,8069.23,8418.2772,349.0472,20192.3389,20541.3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490670052007,School,Deer Path Middle Sch East,Lake Forest SD 67,Lake Forest,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, 5 6,Commendable,All Students,Targeted Assistance Title I Program,29,58,4,160.7,391,0,11006.9002,11006.9002,348.5703,8058.18,8406.7503,348.5703,19065.0802,19413.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490680020000,District,,Oak Grove SD 68 Green Oaks,Libertyville,Lake,ELEMENTARY,MEDIUM,,,,,,,,4,132.7,933.5,454.07,10171.69,10625.76,14.75,6280.92,6295.67,468.82,16452.61,16921.43,468.72,15796623.63,14791015,91.4,554916,3.4,431465,2.7,268556,1.7,134602,0.8,16180554,627957.67,2.66,9399.04,15524.03,8201794,53.8,554042,3.6,4836443,31.7,1640834,10.8,12120780,79.6,1002787,6.6,725250,4.8,511178,3.4,110761,0.7,397634,2.6,0,0,364723,2.4,15233113
340490680022001,School,Oak Grove Elem School,Oak Grove SD 68 Green Oaks,Libertyville,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,26,51,4,132.7,933.5,454.07,10171.69,10625.76,14.75,6280.92,6295.67,468.82,16452.61,16921.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490700020000,District,,Libertyville SD 70,Libertyville,Lake,ELEMENTARY,LARGE,,,,,,,,4,108,2272,427.2090999,10209.9315,10637.1406,160.38,4698.36,4858.74,587.5890999,14908.2915,15495.8806,2267.9,35208908.62,32266657,82.6,3055062,7.8,1789679,4.6,1314400,3.4,653097,1.7,39078895,475815.98,2.89,8372.47,14674.78,18126650,43.1,1025808,2.4,13521715,32.1,9421427,22.4,27737456,65.9,2971031,7.1,2295846,5.5,2892707,6.9,0,0,938073,2.2,0,0,5260487,12.5,42095600
340490700021005,School,Highland Middle School,Libertyville SD 70,Libertyville,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,26,51,4,108,888,516.78,9350.85,9867.63,160.38,4698.36,4858.74,677.16,14049.21,14726.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490700022002,School,Butterfield School,Libertyville SD 70,Libertyville,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Exemplary,All Students,,26,51,4,108,489,557.07,10950.74,11507.81,160.38,4698.36,4858.74,717.45,15649.1,16366.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490700022004,School,Copeland Manor Elem School,Libertyville SD 70,Libertyville,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,26,51,4,108,364,305.39,9754.52,10059.91,160.38,4698.36,4858.74,465.77,14452.88,14918.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490700022006,School,Rockland Elem School,Libertyville SD 70,Libertyville,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",26,51,4,108,280.5,144.32,10573.96,10718.28,160.38,4698.36,4858.74,304.7,15272.32,15577.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490700022007,School,Adler Park School,Libertyville SD 70,Libertyville,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",26,51,4,108,250.5,349.97,12063.3,12413.27,160.38,4698.36,4858.74,510.35,16761.66,17272.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490720020000,District,,Rondout SD 72,Lake Forest,Lake,ELEMENTARY,SMALL,,,,,,,,4,280.4,148.4,510,27783,28293,0,3198,3198,510,30981,31491,416363,5089627.4,4819455,92.2,127079,2.4,103310,2,106897,2,69439,1.3,5226180,2536676.24,1.57,20612.55,37251.41,2464849,48.9,306415,6.1,1605354,31.8,668298,13.2,3717767,73.7,570238,11.3,240462,4.8,342906,6.8,49364,1,124179,2.5,0,0,0,0,5044916
340490720022001,School,Rondout Elem School,Rondout SD 72,Lake Forest,Lake,ELEMENTARY,SMALL,ELEMENTARY, K 1 2 3 4 5 6 7 8,Commendable,All Students,,30,59,4,280.4,148.4,510,27783,28293,0,3198,3198,510,30981,31491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730040000,District,,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,,,,,,,,2,79.2,4041.65,0,5926.304022,5926.304022,199.8995,7360.847147,7560.746647,199.8995,13287.15117,13487.05067,4879404,59389342.33,52242959,81,2688452,4.2,3860471,6,3768495,5.8,1908254,3,64468631,324157.72,3.87,8204.95,14263.71,32175556,50,827637,1.3,20335590,31.6,10948162,17,46434711,72.2,3816145,5.9,3158676,4.9,7681867,11.9,277345,0.4,1574209,2.4,0,0,1343992,2.1,64286945
340490730041001,School,Hawthorn Middle School South,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,30,59,2,79.2,733,0,6405.8151,6405.8151,199.8995,7370.4424,7570.3419,199.8995,13776.2575,13976.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730042001,School,Hawthorn Middle School North,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,30,59,2,79.2,697.34,0,5540.9595,5540.9595,199.8995,7295.9417,7495.8412,199.8995,12836.9012,13036.8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730042002,School,Hawthorn Elem School North,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,30,59,2,79.2,561,0,5427.068,5427.068,199.8995,7254.4832,7454.3827,199.8995,12681.5512,12881.4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730042004,School,Hawthorn Elem School South,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,30,59,2,79.2,727,0,5639.7608,5639.7608,199.8995,7150.6444,7350.5439,199.8995,12790.4052,12990.3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730042006,School,Hawthorn Townline Elem Sch,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,30,59,2,79.2,416.62,0,7050.9,7050.9,199.8995,7423.086,7622.9855,199.8995,14473.986,14673.8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730042007,School,Hawthorn Aspen Elem School,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,30,59,2,79.2,425.38,0,6373.4449,6373.4449,199.8995,7490.4872,7690.3867,199.8995,13863.9321,14063.8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730042008,School,Hawthorn Sch of Dual Language,Hawthorn CCSD 73,Vernon Hills,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,30,59,2,79.2,405.64,0,5287.8306,5287.8306,199.8995,7443.0138,7642.9133,199.8995,12730.8444,12930.7439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490730043001,School,Lincoln School,Hawthorn CCSD 73,Mundelein,Lake,ELEMENTARY,LARGE,PreK,PK,,,"Eligible, but Not a Participant in Title I Program",30,59,2,79.2,75.67,0,6004,6004,199.8995,9162.2096,9362.1091,199.8995,15166.2096,15366.1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
